EMPLOYER,title,salary,location,submit_date,start_date,status
GINGERIO INC,DATA SCIENTIST,88088,"SAN FRANCISCO, CA",5/5/2014,10/1/2014,CERTIFIED
GRAND ROUNDS INC,DATA SCIENTIST,120000,"SAN FRANCISCO, CA",5/2/2014,6/2/2014,CERTIFIED
MICROSOFT CORPORATION,DATA SCIENTIST,120000,"REDMOND, WA",4/30/2014,4/30/2014,CERTIFIED
TWITTER INC,DATA SCIENTIST,160000,"SAN FRANCISCO, CA",4/30/2014,5/12/2014,CERTIFIED
FOURSQUARE LABS INC,DATA SCIENTIST,120000,"NEW YORK, NY",4/29/2014,5/8/2014,CERTIFIED
MICROSOFT CORPORATION,DATA SCIENTIST,126221,"REDMOND, WA",4/25/2014,5/1/2014,CERTIFIED
KRONOS INCORPORATED,DATA SCIENTIST,125000,"CHELMSFORD, MA",4/22/2014,4/28/2014,CERTIFIED
APPLE INC,DATA SCIENTIST,135000,"CUPERTINO, CA",4/14/2014,4/15/2014,CERTIFIED
TACHYUS CORPORATION,DATA SCIENTIST,99000,"PALO ALTO, CA",4/11/2014,4/20/2014,CERTIFIED
EBAY INC,DATA SCIENTIST,129000,"SAN JOSE, CA",4/10/2014,10/1/2014,CERTIFIED
DIGITAL H2O INC,DATA SCIENTIST,52000,"CHICAGO, IL",4/8/2014,10/1/2014,CERTIFIED
VIDANGEL INC,DATA SCIENTIST,112120,"PALO ALTO, CA",4/7/2014,4/14/2014,CERTIFIED
DIGITAL H2O INC,DATA SCIENTIST,52000,"CHICAGO, IL",4/2/2014,10/1/2014,DENIED
PAYPAL INC,DATA SCIENTIST,120000,"BOSTON, MA",4/2/2014,4/21/2014,CERTIFIED
RDIO INC,DATA SCIENTIST,145000,"SAN FRANCISCO, CA",4/2/2014,4/7/2014,CERTIFIED
HEADLINERFM CORP,DATA SCIENTIST,80000,"NEW YORK, NY",3/26/2014,9/25/2014,CERTIFIED
MYLIKES INC,DATA SCIENTIST,95000,"SAN FRANCISCO, CA",3/26/2014,9/10/2014,CERTIFIED
SIMULMEDIA INC,DATA SCIENTIST,50000,"NEW YORK, NY",3/25/2014,9/20/2014,CERTIFIED
WINCERE INC,DATA SCIENTIST,60403,"SANTA CLARA, CA",3/25/2014,9/22/2014,CERTIFIED
NOKIA INC,DATA SCIENTIST,100000,"BURLINGTON, MA",3/25/2014,9/20/2014,CERTIFIED
URBAN COMPASS INC,DATA SCIENTIST,115000,"NEW YORK, NY",3/25/2014,9/1/2014,CERTIFIED
STITCH FIX INC,DATA SCIENTIST,115357,"SAN FRANCISCO, CA",3/25/2014,9/24/2014,CERTIFIED
WHISPERTEXT INC,DATA SCIENTIST,133000,"SANTA MONICA, CA",3/25/2014,9/1/2014,CERTIFIED
DATAXU INC,DATA SCIENTIST,88296,"BOSTON, MA",3/24/2014,9/14/2014,CERTIFIED
AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY,DATA SCIENTIST,120000,"NEW YORK, NY",3/24/2014,9/23/2014,CERTIFIED
FOCUSKPI INC,DATA SCIENTIST,124800,"SANTA CLARA, CA",3/24/2014,9/23/2014,CERTIFIED
STITCH FIX INC,DATA SCIENTIST,148000,"SAN FRANCISCO, CA",3/24/2014,9/23/2014,CERTIFIED
SAGE IT INC,DATA SCIENTIST,60000,"FRISCO, TX",3/21/2014,9/20/2014,CERTIFIED
KNOWLAGENT,DATA SCIENTIST,81000,"ALPHARETTA, GA",3/21/2014,9/16/2014,CERTIFIED
GINGERIO INC,DATA SCIENTIST,88088,"SAN FRANCISCO, CA",3/21/2014,4/7/2014,CERTIFIED
NOKIA INC,DATA SCIENTIST,105000,"BURLINGTON, MA",3/21/2014,9/19/2014,WITHDRAWN
NOKIA INC,DATA SCIENTIST,105000,"BURLINGTON, MA",3/21/2014,9/17/2014,CERTIFIED
NOKIA INC,DATA SCIENTIST,105000,"BURLINGTON, MA",3/21/2014,9/19/2014,CERTIFIED
PUBLIC ENGINES INC,DATA SCIENTIST,98500,"DRAPER, UT",3/20/2014,9/16/2014,CERTIFIED
MACHINE ZONE INC,DATA SCIENTIST,141898,"PALO ALTO, CA",3/20/2014,4/1/2014,CERTIFIED
BRANDWATCH LLC,DATA SCIENTIST,55000,"NEW YORK, NY",3/19/2014,9/18/2014,CERTIFIED
YELLOWPAGESCOM LLC,DATA SCIENTIST,72987,"NEW YORK, NY",3/19/2014,9/14/2014,CERTIFIED
MARK ONE LIFESTYLE INC,DATA SCIENTIST,86500,"SAN FRANCISCO, CA",3/19/2014,9/15/2014,CERTIFIED
WIBIDATA INC,DATA SCIENTIST,90000,"SAN FRANCISCO, CA",3/19/2014,9/18/2014,CERTIFIED
SKILLZ INC,DATA SCIENTIST,105000,"BOSTON, MA",3/19/2014,9/11/2014,CERTIFIED
FACEBOOK INC,DATA SCIENTIST,116138,"MENLO PARK, CA",3/19/2014,9/8/2014,CERTIFIED
FACEBOOK INC,DATA SCIENTIST,125571,"MENLO PARK, CA",3/19/2014,9/8/2014,CERTIFIED
FACEBOOK INC,DATA SCIENTIST,140000,"MENLO PARK, CA",3/19/2014,9/8/2014,CERTIFIED
FACEBOOK INC,DATA SCIENTIST,200000,"NEW YORK, NY",3/19/2014,9/16/2014,CERTIFIED
KWANTERA INC,DATA SCIENTIST,72000,"PITTSBURGH, PA",3/18/2014,9/9/2014,CERTIFIED
PITCH INTERACTIVE INC,DATA SCIENTIST,75000,"BERKELEY, CA",3/18/2014,9/12/2014,CERTIFIED
MASTERCARD INTERNATIONAL INCORPORATED,DATA SCIENTIST,80000,"O'FALLON, MO",3/18/2014,9/1/2014,CERTIFIED
KWANTERA INC,DATA SCIENTIST,82000,"PITTSBURGH, PA",3/18/2014,9/9/2014,CERTIFIED
PERSIS CONSULTING CO,DATA SCIENTIST,85000,"DETROIT, MI",3/17/2014,9/13/2014,CERTIFIED
MASTERCARD INTERNATIONAL INCORPORATED,DATA SCIENTIST,95000,"O'FALLON, MO",3/17/2014,9/1/2014,CERTIFIED
SOVRN HOLDINGS INC,DATA SCIENTIST,95000,"BOULDER, CO",3/17/2014,9/16/2014,CERTIFIED
ADHARMONICS INC,DATA SCIENTIST,39083,"CAMBRIDGE, MA",3/14/2014,9/13/2014,CERTIFIED
EVERSTRING TECHNOLOGY LIMITED,DATA SCIENTIST,60000,"MOUNTAIN VIEW, CA",3/14/2014,9/13/2014,CERTIFIED
ADOMETRY INC,DATA SCIENTIST,70242,"AUSTIN, TX",3/14/2014,9/13/2014,CERTIFIED
LIVE NATION WORLDWIDE INC,DATA SCIENTIST,82742,"HOLLYWOOD, CA",3/14/2014,9/2/2014,CERTIFIED
AUTOGRID SYSTEMS INC,DATA SCIENTIST,85000,"REDWOOD CITY, CA",3/14/2014,9/1/2014,CERTIFIED
AGILONE INC,DATA SCIENTIST,88000,"MOUNTAIN VIEW, CA",3/14/2014,9/13/2014,CERTIFIED
AGILONE INC,DATA SCIENTIST,88000,"MOUNTAIN VIEW, CA",3/14/2014,9/13/2014,CERTIFIED
PITNEY BOWES INC,DATA SCIENTIST,88754,"SHELTON, CT",3/14/2014,9/13/2014,CERTIFIED
UBER TECHNOLOGIES INC,DATA SCIENTIST,100000,"SAN FRANCISCO, CA",3/14/2014,9/12/2014,CERTIFIED
LYFT INC,DATA SCIENTIST,100000,"SAN FRANCISCO, CA",3/14/2014,9/1/2014,CERTIFIED
MICROSOFT CORPORATION,DATA SCIENTIST,109925,"REDMOND, WA",3/14/2014,9/13/2014,CERTIFIED
CONEXLINK LLC,DATA SCIENTIST,50000,"ADDISON, TX",3/13/2014,8/27/2014,CERTIFIED
DATASCOPE ANALYTICS LLC,DATA SCIENTIST,81000,"CHICAGO, IL",3/13/2014,9/9/2014,CERTIFIED
OCULUS 360 INC,DATA SCIENTIST,85000,"PLANO, TX",3/13/2014,9/7/2014,CERTIFIED
BEHAVIORMATRIX LLC,DATA SCIENTIST,97000,"BLUE BELL, PA",3/13/2014,9/12/2014,CERTIFIED
ADHARMONICS INC,DATA SCIENTIST,39083,"CAMBRIDGE, MA",3/12/2014,9/10/2014,CERTIFIED
360I LLC,DATA SCIENTIST,75000,"NEW YORK, NY",3/12/2014,9/11/2014,CERTIFIED
CLEARSLIDE INC,DATA SCIENTIST,82000,"SAN FRANCISCO, CA",3/12/2014,9/10/2014,CERTIFIED
BAYNOTE INC,DATA SCIENTIST,82077,"SAN JOSE, CA",3/12/2014,9/11/2014,CERTIFIED
COX DIGITAL SOLUTIONS LLC,DATA SCIENTIST,110000,"SOUTH SAN FRANCISCO, CA",3/12/2014,9/7/2014,CERTIFIED
APIGEE CORPORATION,DATA SCIENTIST,120000,"SAN JOSE, CA",3/12/2014,9/8/2014,CERTIFIED
TWITTER INC,DATA SCIENTIST,130000,"SAN FRANCISCO, CA",3/12/2014,9/11/2014,CERTIFIED
APSALAR INC,DATA SCIENTIST,135000,"DENVER, CO",3/12/2014,3/31/2014,CERTIFIED
GUAVUS INC,DATA SCIENTIST,170000,"SAN MATEO, CA",3/12/2014,9/11/2014,CERTIFIED
CONCLUSIVE ANALYTICS INC,DATA SCIENTIST,60362,"HUNTERSVILLE, NC",3/11/2014,9/6/2014,CERTIFIED
COMNISCIENT TECHNOLOGIES LLC,DATA SCIENTIST,70000,"BOSTON, MA",3/11/2014,9/10/2014,CERTIFIED
DATASCOPE ANALYTICS LLC,DATA SCIENTIST,77000,"CHICAGO, IL",3/11/2014,9/7/2014,CERTIFIED
EVENTBRITE INC,DATA SCIENTIST,101000,"SAN FRANCISCO, CA",3/11/2014,9/5/2014,CERTIFIED
TAPJOY INC,DATA SCIENTIST,101109,"SAN FRANCISCO, CA",3/11/2014,9/2/2014,CERTIFIED
ADTHEORENT INC,DATA SCIENTIST,60000,"NEW YORK, NY",3/10/2014,9/9/2014,WITHDRAWN
SPRY INC,DATA SCIENTIST,60000,"SPARKS, MD",3/10/2014,9/9/2014,CERTIFIED
ADTHEORENT INC,DATA SCIENTIST,60000,"NEW YORK, NY",3/10/2014,9/9/2014,CERTIFIED
ALATION INC,DATA SCIENTIST,90000,"PALO ALTO, CA",3/10/2014,9/1/2014,CERTIFIED
AIRBNB INC,DATA SCIENTIST,135000,"SAN FRANCISCO, CA",3/10/2014,3/17/2014,CERTIFIED
XAD INC,DATA SCIENTIST,90000,"SUNNYVALE, CA",3/9/2014,9/5/2014,CERTIFIED
NATIVEX HOLDINGS LLC,DATA SCIENTIST,105000,"SAN FRANCISCO, CA",3/9/2014,9/5/2014,CERTIFIED
GROUPON INC,DATA SCIENTIST,75000,"CHICAGO, IL",3/7/2014,9/1/2014,CERTIFIED
TWITTER INC,DATA SCIENTIST,101109,"SAN FRANCISCO, CA",3/7/2014,9/6/2014,CERTIFIED
TRULIA INC,DATA SCIENTIST,120000,"SAN FRANCISCO, CA",3/7/2014,9/6/2014,CERTIFIED
TRULIA INC,DATA SCIENTIST,120000,"SAN FRANCISCO, CA",3/7/2014,9/6/2014,CERTIFIED
TWITTER INC,DATA SCIENTIST,125000,"SAN FRANCISCO, CA",3/7/2014,9/5/2014,CERTIFIED
TWITTER INC,DATA SCIENTIST,130000,"SAN FRANCISCO, CA",3/7/2014,9/1/2014,CERTIFIED
HI-TECH SOLUTIONS INC,DATA SCIENTIST,59862,"CHICAGO, IL",3/6/2014,8/26/2014,CERTIFIED
CARD CORPORATION,DATA SCIENTIST,74000,"LOS ANGELES, CA",3/6/2014,9/5/2014,CERTIFIED
SCIENCE EXCHANGE INC,DATA SCIENTIST,75067,"PALO ALTO, CA",3/6/2014,9/2/2014,CERTIFIED
RESONATE NETWORKS INC,DATA SCIENTIST,77896,"RESTON, VA",3/6/2014,9/5/2014,CERTIFIED
MOTION PICTURES LABORATORIES INC,DATA SCIENTIST,85925,"PALO ALTO, CA",3/6/2014,9/5/2014,CERTIFIED
TANGOME INC,DATA SCIENTIST,82077,"MOUNTAIN VIEW, CA",3/5/2014,9/4/2014,CERTIFIED
TRIPADVISOR LLC,DATA SCIENTIST,95000,"NEWTON, MA",3/5/2014,9/1/2014,CERTIFIED
SUMO LOGIC INC,DATA SCIENTIST,125000,"REDWOOD CITY, CA",3/5/2014,9/4/2014,CERTIFIED
SUPPLY FRAME INC,DATA SCIENTIST,130000,"PASADENA, CA",3/5/2014,8/31/2014,CERTIFIED
INTUIT INC,DATA SCIENTIST,135000,"MOUNTAIN VIEW, CA",3/5/2014,9/4/2014,CERTIFIED
OPEX ANALYTICS LLC,DATA SCIENTIST,65000,"EVANSTON, IL",3/4/2014,9/1/2014,CERTIFIED
TANGOME INC,DATA SCIENTIST,85925,"MOUNTAIN VIEW, CA",3/4/2014,9/3/2014,CERTIFIED
GFI USA INC,DATA SCIENTIST,93000,"CAMBRIDGE, MA",3/4/2014,9/1/2014,CERTIFIED
LINKEDIN CORPORATION,DATA SCIENTIST,102024,"MOUNTAIN VIEW, CA",3/3/2014,8/29/2014,CERTIFIED
CA INC,DATA SCIENTIST,105000,"SAN DIEGO, CA",3/3/2014,8/26/2014,CERTIFIED
TRUECAR INC,DATA SCIENTIST,85000,"SANTA MONICA, CA",2/28/2014,8/26/2014,CERTIFIED
QUORA INC,DATA SCIENTIST,100000,"MOUNTAIN VIEW, CA",2/28/2014,8/28/2014,CERTIFIED
ZILLOW INC,DATA SCIENTIST,109700,"SEATTLE, WA",2/28/2014,8/30/2014,CERTIFIED
DROPBOX INC,DATA SCIENTIST,135000,"SAN FRANCISCO, CA",2/28/2014,7/30/2014,CERTIFIED
GROUPON INC,DATA SCIENTIST,120000,"PALO ALTO, CA",2/27/2014,8/17/2014,CERTIFIED
CONEXLINK INC,DATA SCIENTIST,50000,"ADDISON, TX",2/26/2014,8/27/2014,CERTIFIED
HI-TECH SOLUTIONS INC,DATA SCIENTIST,59826,"CHICAGO, IL",2/26/2014,8/26/2014,DENIED
THE NIELSEN COMPANY (US) LLC,DATA SCIENTIST,63000,"NEW YORK, NY",2/26/2014,8/26/2014,CERTIFIED
COVANCE INC,DATA SCIENTIST,85571,"PRINCETON, NJ",2/26/2014,8/27/2014,CERTIFIED
TRIPADVISOR LLC,DATA SCIENTIST,95000,"NEWTON, MA",2/26/2014,8/1/2014,CERTIFIED
NOKIA INC,DATA SCIENTIST,110000,"BURLINGTON, MA",2/26/2014,8/14/2014,CERTIFIED
FACEBOOK INC,DATA SCIENTIST,130000,"MENLO PARK, CA",2/26/2014,8/18/2014,CERTIFIED
CIRCLEUP NETWORK INC,DATA SCIENTIST,76024,"SAN FRANCISCO, CA",2/25/2014,3/7/2014,CERTIFIED
FIREEYE INC,DATA SCIENTIST,79269,"MILPITAS, CA",2/25/2014,8/22/2014,CERTIFIED
LIVINGSOCIAL INC,DATA SCIENTIST,95000,"WASHINGTON, DC, DC",2/25/2014,8/20/2014,CERTIFIED
MICROSOFT CORPORATION,DATA SCIENTIST,129243,"BELLEVUE, WA",2/21/2014,3/11/2014,CERTIFIED
LOCUS ENERGY LLC,DATA SCIENTIST,82846,"SAN FRANCISCO, CA",2/19/2014,8/17/2014,CERTIFIED
POPSUGAR INC,DATA SCIENTIST,120000,"SAN FRANCISCO, CA",2/19/2014,8/17/2014,CERTIFIED
TRENDALYTICS INNOVATION LABS INC,DATA SCIENTIST,110000,"NEW YORK, NY",2/18/2014,8/14/2014,WITHDRAWN
TRENDALYTICS INNOVATION LABS INC,DATA SCIENTIST,110000,"NEW YORK, NY",2/18/2014,8/14/2014,CERTIFIED
SIMPLEREACH INC,DATA SCIENTIST,75000,"NEW YORK, NY",2/17/2014,8/18/2014,CERTIFIED
LINKEDIN CORPORATION,DATA SCIENTIST,88500,"MOUNTAIN VIEW, CA",2/17/2014,8/18/2014,CERTIFIED
LINKEDIN CORPORATION,DATA SCIENTIST,88500,"MOUNTAIN VIEW, CA",2/17/2014,8/18/2014,CERTIFIED
GROUPON INC,DATA SCIENTIST,105000,"PALO ALTO, CA",2/14/2014,3/24/2014,CERTIFIED
BETAWORKS STUDIO LLC,DATA SCIENTIST,110000,"NEW YORK, NY",2/14/2014,8/14/2014,CERTIFIED
LOCUS ENERGY LLC,DATA SCIENTIST,110000,"SAN FRANCISCO, CA",2/14/2014,8/16/2014,WITHDRAWN
AIRBNB INC,DATA SCIENTIST,120000,"SAN FRANCISCO, CA",2/12/2014,8/1/2014,CERTIFIED
GROUPON INC,DATA SCIENTIST,100173,"CHICAGO, IL",2/11/2014,6/11/2014,WITHDRAWN
PAYPAL INC,DATA SCIENTIST,115000,"SAN JOSE, CA",2/10/2014,8/12/2014,CERTIFIED
TWITTER INC,DATA SCIENTIST,130000,"SAN FRANCISCO, CA",2/10/2014,7/29/2014,CERTIFIED
TWITTER INC,DATA SCIENTIST,130000,"SAN FRANCISCO, CA",2/10/2014,7/29/2014,CERTIFIED
WAL-MART ASSOCIATES INC,DATA SCIENTIST,150000,"SAN BRUNO, CA",2/10/2014,8/10/2014,CERTIFIED
PALANTIR TECHNOLOGIES INC,DATA SCIENTIST,120000,"PALO ALTO, CA",2/8/2014,8/1/2014,CERTIFIED
TWITTER INC,DATA SCIENTIST,130000,"SAN FRANCISCO, CA",2/7/2014,8/8/2014,CERTIFIED
MICROSOFT CORPORATION,DATA SCIENTIST,110000,"BELLEVUE, WA",2/6/2014,8/4/2014,CERTIFIED
TWITTER INC,DATA SCIENTIST,130000,"SAN FRANCISCO, CA",2/5/2014,8/6/2014,CERTIFIED
NETFLIX INC,DATA SCIENTIST,150000,"LOS GATOS, CA",2/5/2014,8/7/2014,CERTIFIED
TWITTER INC,DATA SCIENTIST,120000,"CAMBRIDGE, MA",2/3/2014,7/31/2014,CERTIFIED
TWITTER INC,DATA SCIENTIST,130000,"SAN FRANCISCO, CA",2/3/2014,7/20/2014,CERTIFIED
EBAY INC,DATA SCIENTIST,105000,"SAN JOSE, CA",2/1/2014,7/30/2014,CERTIFIED
TWITTER INC,DATA SCIENTIST,130000,"SAN FRANCISCO, CA",2/1/2014,7/29/2014,CERTIFIED
TWITTER INC,DATA SCIENTIST,130000,"SAN FRANCISCO, CA",2/1/2014,7/29/2014,CERTIFIED
STUBHUB INC,DATA SCIENTIST,120000,"SAN FRANCISCO, CA",1/30/2014,7/29/2014,CERTIFIED
MYFITNESSPAL INC,DATA SCIENTIST,135000,"SAN FRANCISCO, CA",1/29/2014,7/16/2014,CERTIFIED
LHP SOFTWARE LLC,DATA SCIENTIST,120000,"COLUMBUS, IN",1/28/2014,6/23/2014,CERTIFIED
GNANA INC,DATA SCIENTIST,80000,"MOUNTAIN VIEW, CA",1/23/2014,3/15/2014,CERTIFIED
HELLO INC,DATA SCIENTIST,130000,"SAN FRANCISCO, CA",1/21/2014,2/1/2014,CERTIFIED
APPLE INC,DATA SCIENTIST,125000,"CUPERTINO, CA",1/17/2014,7/16/2014,CERTIFIED
TC LOAN SERVICE LLC,DATA SCIENTIST,100000,"ADDISON, TX",1/6/2014,1/13/2014,CERTIFIED
FACEBOOK INC,DATA SCIENTIST,130000,"MENLO PARK, CA",12/26/2013,1/6/2014,CERTIFIED
LISTENLOGIC,DATA SCIENTIST,95000,"SAN JOSE, CA",12/20/2013,12/31/2013,CERTIFIED
PEEL TECHNOLOGIES INC,DATA SCIENTIST,125000,"MOUNTAIN VIEW, CA",12/20/2013,1/1/2014,CERTIFIED
HEARSAY SOCIAL INC,DATA SCIENTIST,135000,"SAN FRANCISCO, CA",12/20/2013,1/13/2014,CERTIFIED
CHARTER GLOBAL INC,DATA SCIENTIST,81000,"ALPHARETTA, GA",12/18/2013,12/30/2013,CERTIFIED
AMERICAN EXPRESS TRS COMPANY INC,DATA SCIENTIST,115000,"NEW YORK, NY",12/16/2013,1/27/2014,CERTIFIED
PEEL TECHNOLOGIES INC,DATA SCIENTIST,125000,"MOUNTAIN VIEW, CA",12/16/2013,12/16/2013,CERTIFIED
THOUGHTWORKS INC,DATA SCIENTIST,90000,"CHICAGO, IL",12/12/2013,1/13/2014,CERTIFIED
DUNNHUMBY USA LLC,DATA SCIENTIST,76502,"CINCINNATI, OH",12/5/2013,1/7/2014,CERTIFIED
MICROSOFT CORPORATION,DATA SCIENTIST,121435,"BELLEVUE, WA",12/4/2013,12/4/2013,CERTIFIED
LYFT INC,DATA SCIENTIST,115000,"SAN FRANCISCO, CA",11/22/2013,12/2/2013,CERTIFIED
RESONATE NETWORKS INC,DATA SCIENTIST,90000,"RESTON, VA",11/19/2013,5/15/2014,CERTIFIED
SIGNPOST INC,DATA SCIENTIST,115000,"NEW YORK, NY",11/19/2013,11/19/2013,CERTIFIED
ACTIVEHOURS INC,DATA SCIENTIST,100000,"PALO ALTO, CA",11/14/2013,11/15/2013,CERTIFIED
1618LABS INC,DATA SCIENTIST,125000,"LOS ALTOS, CA",11/12/2013,12/2/2013,CERTIFIED
AIRPUSH INC,DATA SCIENTIST,75000,"NEW YORK, NY",11/6/2013,11/18/2013,CERTIFIED
SKYTREE INC,DATA SCIENTIST,115000,"SAN JOSE, CA",11/6/2013,12/15/2013,CERTIFIED
FACEBOOK INC,DATA SCIENTIST,138000,"MENLO PARK, CA",10/30/2013,11/18/2013,CERTIFIED
AMERICAN EXPRESS TRS CO INC,DATA SCIENTIST,115000,"PHOENIX, AZ",10/25/2013,11/18/2013,WITHDRAWN
QUESTPOINT SERVICES LLC,DATA SCIENTIST,140000,"CARLSBAD, CA",10/24/2013,11/6/2013,CERTIFIED
GUMROAD INC,DATA SCIENTIST,105000,"SAN FRANCISCO, CA",9/24/2013,10/8/2013,CERTIFIED
DSTILLERY INC,DATA SCIENTIST,110000,"NEW YORK, NY",9/24/2013,9/24/2013,CERTIFIED
DISTILLERY INC,DATA SCIENTIST,110000,"NEW YORK, NY",9/24/2013,9/24/2013,WITHDRAWN
DISTILLERY,DATA SCIENTIST,110000,"NEW YORK, NY",9/23/2013,9/23/2013,WITHDRAWN
QUANTTUS INC,DATA SCIENTIST,130000,"CAMBRIDGE, MA",9/16/2013,10/1/2013,CERTIFIED
FACEBOOK INC,DATA SCIENTIST,110000,"MENLO PARK, CA",9/11/2013,9/30/2013,CERTIFIED
FACEBOOK INC,DATA SCIENTIST,125287,"MENLO PARK, CA",9/10/2013,3/3/2014,CERTIFIED
FACEBOOK INC,DATA SCIENTIST,133894,"MENLO PARK, CA",9/10/2013,9/16/2013,CERTIFIED
AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY,DATA SCIENTIST,120000,"NEW YORK, NY",9/3/2013,9/23/2013,CERTIFIED
INTUIT INC,DATA SCIENTIST,129460,"MOUNTAIN VIEW, CA",8/20/2013,9/1/2013,WITHDRAWN
INTUIT INC,DATA SCIENTIST,129460,"MOUNTAIN VIEW, CA",8/20/2013,9/1/2013,CERTIFIED
THE GAP INC,DATA SCIENTIST,130000,"SAN FRANCISCO, CA",8/13/2013,9/1/2013,CERTIFIED
GE CAPITAL CORPORATION,DATA SCIENTIST,125000,"NORWALK, CT",8/9/2013,8/20/2013,CERTIFIED
EBAY INC,DATA SCIENTIST,106000,"BELLEVUE, WA",8/7/2013,8/19/2013,CERTIFIED
FACEBOOK INC,DATA SCIENTIST,138000,"MENLO PARK, CA",7/30/2013,8/26/2013,CERTIFIED
LINKEDIN CORPORATION,DATA SCIENTIST,102024,"MOUNTAIN VIEW, CA",7/25/2013,8/5/2013,CERTIFIED
GUARDIAN ANALYTICS,DATA SCIENTIST,110000,"MOUNTAIN VIEW, CA",7/22/2013,11/15/2013,CERTIFIED
TAPJOY INC,DATA SCIENTIST,125000,"SAN FRANCISCO, CA",7/19/2013,8/5/2013,CERTIFIED
COMRISE TECHNOLOGY INC,DATA SCIENTIST,45552,"HAZLET, NJ",7/10/2013,8/11/2013,CERTIFIED
COMRISE TECHNOLOGY INC,DATA SCIENTIST,45094,"HAZLET, NJ",7/8/2013,8/11/2013,CERTIFIED
IMPETUS TECHNOLOGIES INC,DATA SCIENTIST,125000,"SAN JOSE, CA",6/28/2013,7/1/2013,CERTIFIED
MOZILLA CORPORATION,DATA SCIENTIST,92000,"SAN FRANCISCO, CA",6/27/2013,7/8/2013,CERTIFIED
TWITTER INC,DATA SCIENTIST,158600,"SAN FRANCISCO, CA",6/10/2013,10/19/2013,CERTIFIED
YAHOO! INC,DATA SCIENTIST,130055,"SUNNYVALE, CA",5/31/2013,5/31/2013,CERTIFIED
MOZILLA CORPORATION,DATA SCIENTIST,92000,"SAN FRANCISCO, CA",5/30/2013,6/4/2013,CERTIFIED
AUTODESK INC,DATA SCIENTIST,115939,"SAN FRANCISCO, CA",5/28/2013,6/5/2013,CERTIFIED
LINKEDIN CORPORATION,DATA SCIENTIST,113443,"MOUNTAIN VIEW, CA",5/21/2013,6/3/2013,CERTIFIED
AIRBNB INC,DATA SCIENTIST,115000,"SAN FRANCISCO, CA",5/10/2013,5/20/2013,CERTIFIED
TWITTER INC,DATA SCIENTIST,135000,"SAN FRANCISCO, CA",5/8/2013,5/20/2013,CERTIFIED
ODESK CORPORATION,DATA SCIENTIST,135000,"REDWOOD CITY, CA",5/8/2013,10/1/2013,CERTIFIED
GREEN DOT CORPORATION,DATA SCIENTIST,160000,"PALO ALTO, CA",5/3/2013,5/6/2013,CERTIFIED
ADVANCED INFORMATION MANAGEMENT TECHNOLOGY PARTNER,DATA SCIENTIST,105000,"CHARLOTTE, NC",5/2/2013,5/15/2013,DENIED
LHP SOFTWARE LLC,DATA SCIENTIST,120000,"COLUMBUS, IN",4/4/2013,5/6/2013,CERTIFIED
VASTCOM INC,DATA SCIENTIST,110000,"AUSTIN, TX",4/3/2013,10/1/2013,CERTIFIED
SIMPLEREACH INC,DATA SCIENTIST,80000,"NEW YORK, NY",4/2/2013,10/1/2013,CERTIFIED
OBJECTIVE LOGISTICS INC,DATA SCIENTIST,85000,"BOSTON, MA",3/28/2013,9/21/2013,WITHDRAWN
OBJECTIVE LOGISTICS INC,DATA SCIENTIST,85000,"BOSTON, MA",3/28/2013,9/21/2013,WITHDRAWN
OBJECTIVE LOGISTICS INC,DATA SCIENTIST,85000,"BOSTON, MA",3/28/2013,9/21/2013,CERTIFIED
QUORA INC,DATA SCIENTIST,105000,"MOUNTAIN VIEW, CA",3/28/2013,9/26/2013,CERTIFIED
AUTOMATIC DATA PROCESSING INC,DATA SCIENTIST,92000,"CAMBRIDGE, MA",3/27/2013,9/26/2013,CERTIFIED
TC LOAN SERVICE LLC,DATA SCIENTIST,100000,"FORT WORTH, TX",3/27/2013,4/8/2013,CERTIFIED
SKYTREE INC,DATA SCIENTIST,110000,"SAN JOSE, CA",3/27/2013,9/26/2013,CERTIFIED
CORECOMPETE LLC,DATA SCIENTIST,69888,"DURHAM, NC",3/26/2013,9/1/2013,CERTIFIED
JPMORGAN CHASE & CO,DATA SCIENTIST,109000,"NEW YORK, NY",3/26/2013,4/1/2013,CERTIFIED
ADVANCED INFORMATION MANAGEMENT TECHNOLOGY PARTNER,DATA SCIENTIST,60000,"CHARLOTTE, NC",3/25/2013,4/1/2013,DENIED
LUMO BODYTECH INC,DATA SCIENTIST,80000,"PALO ALTO, CA",3/25/2013,9/21/2013,CERTIFIED
TRACEVECTOR INC,DATA SCIENTIST,130000,"SAN JOSE, CA",3/25/2013,9/15/2013,CERTIFIED
AGILONE INC,DATA SCIENTIST,81000,"MOUNTAIN VIEW, CA",3/23/2013,9/22/2013,CERTIFIED
OBJECTIVE LOGISTICS INC,DATA SCIENTIST,85000,"BOSTON, MA",3/23/2013,9/21/2013,DENIED
PULSEPOINT INC,DATA SCIENTIST,100000,"NEW YORK, NY",3/22/2013,9/21/2013,CERTIFIED
FACEBOOK INC,DATA SCIENTIST,130000,"MENLO PARK, CA",3/22/2013,9/20/2013,CERTIFIED
DATAXU INC,DATA SCIENTIST,85446,"BOSTON, MA",3/21/2013,9/19/2013,CERTIFIED
